index,z_index,z_title,z_main_author,z_abstract,z_venue,z_year
399,140254,Ranking-based clustering of heterogeneous information networks with star network schema,Yizhou Sun,"A heterogeneous information network is an information network composed of multiple types of objects. Clustering on such a network may lead to better understanding of both hidden structures of the network and the individual role played by every object in each cluster. However, although clustering on homogeneous networks has been studied over decades, clustering on heterogeneous networks has not been addressed until recently. A recent study proposed a new algorithm, RankClus, for clustering on bi-typed heterogeneous networks. However, a real-world network may consist of more than two types, and the interactions among multi-typed objects play a key role at disclosing the rich semantics that a network carries. In this paper, we study clustering of multi-typed heterogeneous networks with a star network schema and propose a novel algorithm, NetClus, that utilizes links across multityped objects to generate high-quality net-clusters. An iterative enhancement method is developed that leads to effective ranking-based clustering in such heterogeneous networks. Our experiments on DBLP data show that NetClus generates more accurate clustering results than the baseline topic model algorithm PLSA and the recently proposed algorithm, RankClus. Further, NetClus generates informative clusters, presenting good ranking and cluster membership information for each attribute object in each net-cluster.",Proceedings of the 15th ACM SIGKDD international conference on Knowledge discovery and data mining,2009
400,,,,,,
401,,,,,,
402,,,,,,
403,,,,,,
404,,,,,,
405,,,,,,
406,,,,,,
407,,,,,,
408,,,,,,
409,,,,,,
410,,,,,,
411,,,,,,
412,,,,,,
413,,,,,,
414,,,,,,
415,,,,,,
416,,,,,,
417,,,,,,
418,,,,,,
419,,,,,,
420,56978,A plug-in-based architecture for random number generation in simulation systems,Roland Ewald,"Simulations often depend heavily on random numbers, yet the impact of random number generators is recognized seldom. The generation of random numbers for simulations is not trivial, as the quality of each algorithm depends on the simulation scenario. Therefore, simulation environments for large-scale experimentation with safety-critical models require a reliable mechanism to cope with this aspect. We show how to address this problem by realizing a random number generation architecture for a general-purpose simulation system. It provides various random number generators (RNGs), probability distributions, and RNG tests. It is open to future additions, which allows the assessment of new generators in a simulation context and the re-validation of past simulation studies. We present a short example that illustrates why the features of such an architecture are essential for getting valid results.",Proceedings of the 40th Conference on Winter Simulation,2008
420,57761,Introduction to modeling and generating probabilistic input processes for simulation,Michael E. Kuhl,"Techniques are presented for modeling and generating the univariate probabilistic input processes that drive many simulation experiments. Emphasis is on the generalized beta distribution family, the Johnson translation system of distributions, and the B&eacute;zier distribution family. Also discussed are nonparametric techniques for modeling and simulating time-dependent arrival streams using nonhomogeneous Poisson processes. Public-domain software implementations and current applications are presented for each input-modeling technique. Many of the references include live hyperlinks providing online access to the referenced material.",Proceedings of the 40th Conference on Winter Simulation,2008
421,,,,,,
422,,,,,,
423,,,,,,
424,,,,,,
425,,,,,,
426,,,,,,
427,,,,,,
428,,,,,,
429,,,,,,
430,430143,Source Code Analysis: A Road Map,David Binkley,"The automated and semi-automated analysis of source code has remained a topic of intense research for more than thirty years. During this period, algorithms and techniques for source-code analysis have changed, sometimes dramatically. The abilities of the tools that implement them have also expanded to meet new and diverse challenges. This paper surveys current work on source-code analysis. It also provides a road map for future work over the next five-year period and speculates on the development of source-code analysis applications, techniques, and challenges over the next 10, 20, and 50 years.",2007 Future of Software Engineering,2007
430,417592,"Software Testing Research: Achievements, Challenges, Dreams",Antonia Bertolino,"Software engineering comprehends several disciplines devoted to prevent and remedy malfunctions and to warrant adequate behaviour. Testing, the subject of this paper, is a widespread validation approach in industry, but it is still largely ad hoc, expensive, and unpredictably effective. Indeed, software testing is a broad term encompassing a variety of activities along the development cycle and beyond, aimed at different goals. Hence, software testing research faces a collection of challenges. A consistent roadmap of the most relevant challenges to be addressed is here proposed. In it, the starting point is constituted by some important past achievements, while the destination consists of four identified goals to which research ultimately tends, but which remain as unreachable as dreams. The routes from the achievements to the dreams are paved by the outstanding research challenges, which are discussed in the paper along with interesting ongoing work.",2007 Future of Software Engineering,2007
431,,,,,,
432,,,,,,
433,,,,,,
434,,,,,,
435,,,,,,
436,,,,,,
437,,,,,,
438,,,,,,
439,,,,,,
440,,,,,,
441,,,,,,
442,,,,,,
443,,,,,,
444,,,,,,
445,,,,,,
446,,,,,,
447,,,,,,
448,,,,,,
449,,,,,,
450,,,,,,
451,,,,,,
452,499418,Stacking dependency parsers,André F. T. Martins,"We explore a stacked framework for learning to predict dependency structures for natural language sentences. A typical approach in graph-based dependency parsing has been to assume a factorized model, where local features are used but a global function is optimized (McDonald et al., 2005b). Recently Nivre and McDonald (2008) used the output of one dependency parser to provide features for another. We show that this is an example of stacked learning, in which a second predictor is trained to improve the performance of the first. Further, we argue that this technique is a novel way of approximating rich non-local features in the second parser, without sacrificing efficient, model-optimal prediction. Experiments on twelve languages show that stacking transition-based and graph-based parsers improves performance over existing state-of-the-art dependency parsers.",Proceedings of the Conference on Empirical Methods in Natural Language Processing,2008
452,491162,"Cube summing, approximate inference with non-local features, and dynamic programming without semirings",Kevin Gimpel,"We introduce cube summing, a technique that permits dynamic programming algorithms for summing over structures (like the forward and inside algorithms) to be extended with non-local features that violate the classical structural independence assumptions. It is inspired by cube pruning (Chiang, 2007; Huang and Chiang, 2007) in its computation of non-local features dynamically using scored k-best lists, but also maintains additional residual quantities used in calculating approximate marginals. When restricted to local features, cube summing reduces to a novel semiring (k-best+residual) that generalizes many of the semirings of Goodman (1999). When non-local features are included, cube summing does not reduce to any semiring, but is compatible with generic techniques for solving dynamic programming equations.",Proceedings of the 12th Conference of the European Chapter of the Association for Computational Linguistics,2009
453,,,,,,
454,,,,,,
455,,,,,,
456,,,,,,
457,,,,,,
458,,,,,,
459,,,,,,
460,,,,,,
461,,,,,,
462,,,,,,
463,,,,,,
464,,,,,,
465,,,,,,
466,,,,,,
467,,,,,,
468,,,,,,
469,,,,,,
470,,,,,,
471,,,,,,
472,,,,,,
473,,,,,,
474,,,,,,
475,,,,,,
476,,,,,,
477,,,,,,
478,,,,,,
479,,,,,,
480,,,,,,
481,,,,,,
482,,,,,,
483,,,,,,
484,,,,,,
485,,,,,,
486,,,,,,
487,,,,,,
488,,,,,,
489,,,,,,
490,,,,,,
491,,,,,,
492,,,,,,
493,,,,,,
494,,,,,,
495,,,,,,
496,,,,,,
497,,,,,,
498,,,,,,
499,,,,,,
500,,,,,,
501,,,,,,
502,,,,,,
503,,,,,,
504,64769,Rank and Select for Succinct Data Structures,Antonio Fariòa,"In this paper, we study different approaches for rank and select on sequences of bytes and propose new implementation strategies. Extensive experimental evaluation comparing the efficiency of the different alternatives are provided. Given a sequence of bits, a rank query counts the number of occurrences of the bit 1 up to a given position, and a select query returns the position of the ith occurrence of the bit 1. These operations are widely used in information retrieval and management, being the base of several data structures and algorithms for text collections, graphs, etc. There exist solutions for computing these operations on sequences of bits in constant time using additional information. However, new applications require rank and select to be computed on sequences of bytes instead of bits. The solutions for the binary case are not directly applicable to sequences of bytes. The existing solutions for the byte case vary in their space-time trade-off which can still be improved.",Electronic Notes in Theoretical Computer Science (ENTCS),2009
505,,,,,,
506,,,,,,
507,,,,,,
508,,,,,,
509,,,,,,
510,,,,,,
511,,,,,,
512,,,,,,
513,,,,,,
514,,,,,,
515,,,,,,
516,,,,,,
517,,,,,,
518,,,,,,
519,,,,,,
520,,,,,,
521,,,,,,
522,,,,,,
523,,,,,,
524,140422,A robust hit-or-miss transform for template matching applied to very noisy astronomical images,B. Perret,"The morphological hit-or-miss transform (HMT) is a powerful tool for digital image analysis. Its recent extensions to grey level images have proven its ability to solve various template matching problems. In this paper we explore the capacity of various existing approaches to work in very noisy environments and discuss the generic methods used to improve their robustness to noise. We also propose a new formulation for a fuzzy morphological HMT which has been especially designed to deal with very noisy images. Our approach is validated through a pattern matching problem in astronomical images that consists of detecting very faint objects: low surface brightness galaxies. Despite their influence on the galactic evolution model, these objects remain mostly misunderstood by the astronomers. Due to their low signal to noise ratio, there is no automatic and reliable detection method yet. In this paper we introduce such a method based on the proposed hit-or-miss operator. The complete process is described starting from the building of a set of patterns until the reconstruction of a suitable map of detected objects. Implementation, running cost and optimisations are discussed. Outcomes have been examined by astronomers and compared to previous works. We have observed promising results in this difficult context for which mathematical morphology provides an original solution.",Pattern Recognition,2009
524,524,Grey-level hit-or-miss transforms-Part I: Unified theory,Benoít Naegel,"The hit-or-miss transform (HMT) is a fundamental operation on binary images, widely used since 40 years. As it is not increasing, its extension to grey-level images is not straightforward, and very few authors have considered it. Moreover, despite its potential usefulness, very few applications of the grey-level HMT have been proposed until now. Part I of this paper, developed hereafter, is devoted to the description of a theory leading to a unification of the main definitions of the grey-level HMT, mainly proposed by Ronse and Soille, respectively (part II will deal with the applicative potential of the grey-level HMT, which will be illustrated by its use for vessel segmentation from 3D angiographic data). In this first part, we review the previous approaches to the grey-level HMT, especially the supremal one of Ronse, and the integral one of Soille; the latter was defined only for flat structuring elements (SEs), but it can be generalized to non-flat ones. We present a unified theory of the grey-level HMT, which is decomposed into two steps. First a fitting associates to each point the set of grey-levels for which the SEs can be fitted to the image; as in Soille's approach, this fitting step can be constrained. Next, a valuation associates a final grey-level value to each point; we propose three valuations: supremal (as in Ronse), integral (as in Soille) and binary.",Pattern Recognition,2007
525,,,,,,
526,,,,,,
527,,,,,,
528,,,,,,
529,,,,,,
530,,,,,,
531,,,,,,
532,,,,,,
533,,,,,,
534,,,,,,
535,,,,,,
536,,,,,,
537,,,,,,
538,,,,,,
539,,,,,,
540,,,,,,
541,,,,,,
542,,,,,,
543,,,,,,
544,,,,,,
545,,,,,,
546,,,,,,
547,,,,,,
548,,,,,,
549,,,,,,
550,,,,,,
551,,,,,,
552,,,,,,
553,,,,,,
554,,,,,,
555,,,,,,
556,,,,,,
557,,,,,,
558,,,,,,
559,,,,,,
560,,,,,,
561,,,,,,
562,,,,,,
563,,,,,,
564,,,,,,
565,,,,,,
566,,,,,,
567,,,,,,
568,,,,,,
569,,,,,,
570,,,,,,
571,,,,,,
572,,,,,,
573,,,,,,
574,,,,,,
575,,,,,,
576,,,,,,
577,58618,Discrete event simulation: optimizing patient flow and redesign in a replacement facility,Marshall Ashby,"This study observed the challenges of taking an existing facility's inpatient volumes and procedures and projecting them into a replacement facility with differently sized units, overall scale, and layout. Discrete event simulation is used to examine the impacts of this transition as well as the operational impacts of capacity changes, process redesign, and process improvements. This effort to optimize patient flow throughout the inpatient units is done while modeling and observing the impacts on other interdependent parts of the hospital such as the Emergency Department, and Operating Rooms.",Proceedings of the 40th Conference on Winter Simulation,2008
578,,,,,,
579,,,,,,
580,,,,,,
581,,,,,,
582,,,,,,
583,,,,,,
584,,,,,,
585,,,,,,
586,,,,,,
587,,,,,,
588,,,,,,
589,,,,,,
590,,,,,,
591,,,,,,
592,500395,Assessing demand for intelligibility in context-aware applications,Brian Y. Lim,"Intelligibility can help expose the inner workings and inputs of context-aware applications that tend to be opaque to users due to their implicit sensing and actions. However, users may not be interested in all the information that the applications can produce. Using scenarios of four real-world applications that span the design space of context-aware computing, we conducted two experiments to discover what information users are interested in. In the first experiment, we elicit types of information demands that users have and under what moderating circumstances they have them. In the second experiment, we verify the findings by soliciting users about which types they would want to know and establish whether receiving such information would satisfy them. We discuss why users demand certain types of information, and provide design implications on how to provide different intelligibility types to make context-aware applications intelligible and acceptable to users.",Proceedings of the 11th international conference on Ubiquitous computing,2009
592,500395,Assessing demand for intelligibility in context-aware applications,Brian Y. Lim,"Intelligibility can help expose the inner workings and inputs of context-aware applications that tend to be opaque to users due to their implicit sensing and actions. However, users may not be interested in all the information that the applications can produce. Using scenarios of four real-world applications that span the design space of context-aware computing, we conducted two experiments to discover what information users are interested in. In the first experiment, we elicit types of information demands that users have and under what moderating circumstances they have them. In the second experiment, we verify the findings by soliciting users about which types they would want to know and establish whether receiving such information would satisfy them. We discuss why users demand certain types of information, and provide design implications on how to provide different intelligibility types to make context-aware applications intelligible and acceptable to users.",Proceedings of the 11th international conference on Ubiquitous computing,2009
592,125565,End-user software engineering and distributed cognition,Margaret Burnett,"End-user programmers may not be aware of many software engineering practices that would add greater discipline to their efforts, and even if they are aware of them, these practices may seem too costly (in terms of time) to use. Without taking advantage of at least some of these practices, the software these end users create seems likely to continue to be less reliable than it could be. We are working on several ways of lowering both the perceived and actual costs of systematic software engineering practices, and on making their benefits more visible and immediate. Our approach is to leverage the user's cognitive effort through the use of distributed cognition, in which the system and user collaboratively work systematically to reason about the program the end user is creating. This paper demonstrates this concept with a few of our past efforts, and then presents three of our current efforts in this direction.",Proceedings of the 2009 ICSE Workshop on Software Engineering Foundations for End User Programming,2009
592,140700,Interacting meaningfully with machine learning systems: Three experiments,Simone Stumpf,"Although machine learning is becoming commonly used in today's software, there has been little research into how end users might interact with machine learning systems, beyond communicating simple ''right/wrong'' judgments. If the users themselves could work hand-in-hand with machine learning systems, the users' understanding and trust of the system could improve and the accuracy of learning systems could be improved as well. We conducted three experiments to understand the potential for rich interactions between users and machine learning systems. The first experiment was a think-aloud study that investigated users' willingness to interact with machine learning reasoning, and what kinds of feedback users might give to machine learning systems. We then investigated the viability of introducing such feedback into machine learning systems, specifically, how to incorporate some of these types of user feedback into machine learning systems, and what their impact was on the accuracy of the system. Taken together, the results of our experiments show that supporting rich interactions between users and machine learning systems is feasible for both user and machine. This shows the potential of rich human-computer collaboration via on-the-spot interactions as a promising direction for machine learning systems and users to collaboratively share intelligence.",International Journal of Human-Computer Studies,2009
592,67878,"Fixing the program my computer learned: barriers for end users, challenges for the machine",Todd Kulesza,"The results of a machine learning from user behavior can be thought of as a program, and like all programs, it may need to be debugged. Providing ways for the user to debug it matters, because without the ability to fix errors users may find that the learned program's errors are too damaging for them to be able to trust such programs. We present a new approach to enable end users to debug a learned program. We then use an early prototype of our new approach to conduct a formative study to determine where and when debugging issues arise, both in general and also separately for males and females. The results suggest opportunities to make machine-learned programs more effective tools.",Proceedings of the 13th international conference on Intelligent user interfaces,2009
592,67878,"Fixing the program my computer learned: barriers for end users, challenges for the machine",Todd Kulesza,"The results of a machine learning from user behavior can be thought of as a program, and like all programs, it may need to be debugged. Providing ways for the user to debug it matters, because without the ability to fix errors users may find that the learned program's errors are too damaging for them to be able to trust such programs. We present a new approach to enable end users to debug a learned program. We then use an early prototype of our new approach to conduct a formative study to determine where and when debugging issues arise, both in general and also separately for males and females. The results suggest opportunities to make machine-learned programs more effective tools.",Proceedings of the 13th international conference on Intelligent user interfaces,2009
592,502297,From spaces to places: emerging contexts in mobile privacy,Clara Mancini,"Mobile privacy concerns are central to Ubicomp and yet remain poorly understood. We advocate a diversified approach, enabling the cross-interpretation of data from complementary methods. However, mobility imposes a number of limitations on the methods that can be effectively employed. We discuss how we addressed this problem in an empirical study of mobile social networking. We report on how, by combining a variation of experience sampling and contextual interviews, we have started focusing on a notion of context in relation to privacy, which is subjectively defined by emerging socio-cultural knowledge, functions, relations and rules. With reference to Gieryn's sociological work, we call this place, as opposed to a notion of context that is objectively defined by physical and factual elements, which we call space. We propose that the former better describes the context for mobile privacy.",Proceedings of the 11th international conference on Ubiquitous computing,2009
592,140072,Like an intuitive and courteous butler: a proactive personal agent for task management,Neil Yorke-Smith,"The ability to proactively offer assistance promises to make personal agents more helpful to their users. We characterize the properties desired of proactive behaviour by a personal assistant agent in the realm of task management, and present an extended agent cognition model that features a meta-level layer charged with identifying potentially helpful actions and determining when it is appropriate to perform them. The reasoning that answers these questions draws on a theory of proactivity that describes user desires and a model of helpfulness. Operationally, assistance patterns represent a compiled form of this knowledge, instantiating meta-cognition over the agent's beliefs about its user's activities as well as over world state. We have implemented the resulting generic framework for proactive goal generation and deliberation as part of a personal assistant agent in the desktop domain.",Proceedings of The 8th International Conference on Autonomous Agents and Multiagent Systems - Volume 1,2009
593,,,,,,
594,,,,,,
595,,,,,,
596,,,,,,
597,,,,,,
598,,,,,,
599,,,,,,
600,,,,,,
601,,,,,,
602,,,,,,
603,,,,,,
604,,,,,,
605,,,,,,
606,,,,,,
607,,,,,,
608,,,,,,
609,,,,,,
610,,,,,,
611,,,,,,
612,,,,,,
613,,,,,,
614,,,,,,
615,,,,,,
616,,,,,,
617,,,,,,
618,,,,,,
619,,,,,,
620,,,,,,
621,,,,,,
622,,,,,,
623,,,,,,
624,,,,,,
625,,,,,,
626,,,,,,
627,,,,,,
628,,,,,,
629,,,,,,
630,,,,,,
631,,,,,,
632,,,,,,
633,,,,,,
634,,,,,,
635,,,,,,
636,,,,,,
637,,,,,,
638,,,,,,
639,,,,,,
640,,,,,,
641,,,,,,
642,42858,Recommendation systems for decision support: An editorial introduction,Ting-Peng Liang,"This special section is focused on recommendation systems, computer-based information systems that provide suggestions based on previous usage behavior. The papers included in this section were selected from the Pacific Asia Conference on Information Systems (PACIS) and Workshop on Electronic Business (WEB). The application domains include website browsing aids, knowledge recommendation, document clustering, and team staff selection. They provide a snapshot of current development in using recommendation systems for decision support.",Decision Support Systems,2008
642,127367,Using Support Vector Machines for feature-oriented profile-based recommendations,Angel Garcia-Crespo,"Recommendations have reached a new dimension in a ubiquitous computing environment. A vast amount of information is coming from pervasive services and devices, providing a potential source of value-added knowledge. However, this knowledge must be exposed through a classification technique such as Support Vector Machines (SVMs), which would allow categorising, classifying and evaluating this information based on features and profiles to foster the efficiency of recommendations of informational items. This paper presents an algorithm based on SVMs and an underlying architecture to extract and build a number of recommendations based on features and profile preferences from the user.",International Journal of Advanced Intelligence Paradigms,2009
643,,,,,,
644,,,,,,
645,,,,,,
646,,,,,,
647,,,,,,
648,,,,,,
649,,,,,,
650,,,,,,
651,,,,,,
652,,,,,,
653,,,,,,
654,,,,,,
655,,,,,,
656,,,,,,
657,,,,,,
658,,,,,,
659,,,,,,
660,,,,,,
661,,,,,,
662,,,,,,
663,,,,,,
664,,,,,,
665,,,,,,
666,,,,,,
667,,,,,,
668,,,,,,
669,,,,,,
670,,,,,,
671,,,,,,
672,,,,,,
673,,,,,,
674,,,,,,
675,,,,,,
676,,,,,,
677,,,,,,
678,,,,,,
679,,,,,,
680,,,,,,
681,139321,Reversible data hiding exploiting spatial correlation between sub-sampled images,Kyung-Su Kim,"Reversible data hiding enables host media to be restored from marked media without any loss of host information. Since this reversibility helps to make right decision during image analysis, it is highly desired in quality-sensitive imagery where even the minimal distortion introduced by embedding data is unacceptable. In this paper, we propose a reversible data hiding method that modifies the difference histogram between sub-sampled images. It exploits the high spatial correlation inherent in neighboring pixels to achieve high capacity and imperceptible embedding. On various test images including 16-bit images, we demonstrate the validity of our proposed method by comparing to other existing reversible data hiding algorithms. Experimental results support that our method provides high embedding capacity while keeping the distortions at a low level.",Pattern Recognition,2009
682,,,,,,
683,,,,,,
684,,,,,,
685,,,,,,
686,,,,,,
687,,,,,,
688,,,,,,
689,,,,,,
690,,,,,,
691,,,,,,
692,,,,,,
693,,,,,,
694,,,,,,
695,,,,,,
696,,,,,,
697,,,,,,
698,,,,,,
699,,,,,,
700,,,,,,
701,,,,,,
702,,,,,,
703,,,,,,
704,59450,Parameterized defuzzification with continuous weighted quasi-arithmetic means - An extension,Xinwang Liu,"Parameterized aggregation becomes an attractive idea in many applications. By applying the quasi-arithmetic mean-based defuzzification method and its orness measure, we extend the properties of discrete quasi-arithmetic mean with an orness measure to the case of continuous weighted quasi-arithmetic means, and apply them to the parameterized estimation of fuzzy or random variables. When facing the uncertainty of these variables, the decision maker can obtain the crisp value estimation which is always consistent with his/her preference information. Two families of continuous weighted quasi-arithmetic means with exponential and power function generators are discussed. Combining these conclusions with that of the discrete case, we can understand better the properties of quasi-arithmetic means and extend their possible applications.",Information Sciences: an International Journal,2009
704,350547,Weighted aggregation operators based on minimization,Radko Mesiar,"Minimization based aggregation operators A""g"",""D are discussed. Special attention is paid to weighting function g based cases related to some fixed dissimilarity function D. When D""2(x,y)=(x-y)^2, we recognize mixture operators and we recall some sufficient conditions for g ensuring the monotonicity of A""g"",""D. For D""1(x,y)=|x-y| and non-decreasing (non-increasing) g, A""g"",""D is shown to be the upper (lower) median whenever A""g"",""D is an aggregation operator.",Information Sciences: an International Journal,2008
704,54230,On the equivalence of some approaches to the OWA operator and RIM quantifier determination,Xinwang Liu,"The ordered weighted averaging (OWA) operator is a widely used aggregation method, and its determination is usually a prerequisite step in many related applications. The regular increasing monotone (RIM) quantifier can be seen as the continuous case of the OWA operator with the quantifier aggregation method. Some approaches with optimization criteria for the determination of OWA operator and RIM quantifier were proposed. Although these problems look different at the first sight, a deeper investigation can reveal the equivalence of solutions between them. Inspired by the solution equivalence of minimum variance problems and minimax disparity problem for OWA operator, we propose the minimax disparity RIM quantifier problem and two minimax ratio problems for OWA operator and RIM quantifier, respectively. We investigate the equivalence of solutions for the maximum entropy and minimax ratio problems, and solutions for the minimum variance and minimax disparity problems of OWA operator and RIM quantifier, respectively, by a theoretical point of view.",Fuzzy Sets and Systems,2008
705,,,,,,
706,,,,,,
707,,,,,,
708,,,,,,
709,,,,,,
710,,,,,,
711,,,,,,
712,,,,,,
713,,,,,,
714,,,,,,
715,,,,,,
716,,,,,,
717,,,,,,
718,,,,,,
719,,,,,,
720,,,,,,
721,,,,,,
722,,,,,,
723,,,,,,
724,,,,,,
725,,,,,,
726,,,,,,
727,,,,,,
728,,,,,,
729,,,,,,
730,,,,,,
731,,,,,,
732,,,,,,
733,,,,,,
734,,,,,,
735,,,,,,
736,,,,,,
737,,,,,,
738,,,,,,
739,,,,,,
740,,,,,,
741,,,,,,
742,,,,,,
743,,,,,,
744,,,,,,
745,,,,,,
746,,,,,,
747,,,,,,
748,,,,,,
749,,,,,,
750,,,,,,
751,,,,,,
752,,,,,,
753,,,,,,
754,,,,,,
755,,,,,,
756,,,,,,
757,,,,,,
758,,,,,,
759,72227,MA-UML: a conceptual approach for mobile agents' modelling,Hela Hachicha,"In recent years, software development based on Mobile Agents (MAs) has received important attention because it introduces a new development paradigm for widely distributed and heterogeneous systems. However, the existing work has mostly focused on the implementation phase of the MA-based applications development process and they do not take into consideration the analysis and design phases. In this paper, we present a conceptual approach to model MAs. This approach is materialised by a Unified Modelling Language (UML) profile, called MA-UML for modelling MAs.",International Journal of Agent-Oriented Software Engineering,2009
759,6051,Performance analysis of mobile agents tracking,Elena Gómez-Martínez,"Mobile agents have arisen as an interesting paradigm to build distributed applications, due to the unparalleled advantages they offer. However, along with the advantages they also present new challenges. One of the most relevant is that it is not easy to ensure efficient communication among agents that move continually from one computer to another.In this paper, we apply SPE techniques to model and analyze, how a mobile agent tracking approach addresses the highly dynamic movement problem in a distributed computing environment.",Proceedings of the 6th international workshop on Software and performance,2007
759,307222,Protocol Moderators as Active Middle-Agents in Multi-Agent Systems,Chihab Hanachi,"Interaction protocols are widely recognized as an essential mechanism for coordination within multi-agent systems. There is thus a need for coordination models for specifying, validating, and implementing protocols, possibly open and concurrent, efficiently and reliably. This paper proposes such a model, which considers protocols as resources and each conversation among agents following the rules of a protocol as a well-identified process. To this end, a new kind of middle-agent, called Moderator, is introduced. A Moderator is in charge of monitoring a conversation so that it progresses according to the protocol rules, and provides agents with services to ease their involvement in the conversation. This model fits the organization-centered view of multi-agent systems as it strictly distinguishes the agent-level and the organization-level concerns with regard to interaction. In addition, the paper shows that this model is supported by a High-Level Petri Net language that covers all the steps of protocol engineering: design, validation, implementation. This paper presents this Moderator Coordination Model along four related dimensions: a conceptual model of protocols, a MAS architecture, a suitable modeling formalism, and an associated development process.",Autonomous Agents and Multi-Agent Systems,2004
760,,,,,,
761,,,,,,
762,,,,,,
763,,,,,,
764,,,,,,
765,,,,,,
766,,,,,,
767,,,,,,
768,47574,Performance bounds for peer-assisted live streaming,Shao Liu,"Peer-assisted streaming is a promising way for service providers to offer high-quality IPTV to consumers at reasonable cost. In peer-assisted streaming, the peers exchange video chunks with one another, and receive additional data from the central server as needed. In this paper, we analyze how to provision resources for the streaming system, in terms of the server capacity, the video quality, and the depth of the distribution trees that deliver the content. We derive the performance bounds for minimum server load, maximum streaming rate, and minimum tree depth under different peer selection constraints. Furthermore, we show that our performance bounds are actually tight, by presenting algorithms for constructing trees that achieve our bounds.",Proceedings of the 2008 ACM SIGMETRICS international conference on Measurement and modeling of computer systems,2008
768,354449,To code or not to code: rate optimality in node-capacitated networks,Ziyu Shao,"Node-capacitated networks are networks in which the capacity constraint is put on every node. They have recently attract attention as a good model for Peer-to-Peer (P2P) overlay networks. Existing work gives results on networks with constraints of node upload capacities. In this paper, we consider networks with constraints on both node upload and node download capacity. For such networks, we investigate the rate optimality of routing versus network coding. In general, network coding achieves a larger rate region than routing. However, for some important communication scenarios, routing achieves the same rate region as network coding.",Proceedings of the 2009 IEEE international conference on Symposium on Information Theory - Volume 3,2009
769,,,,,,
770,,,,,,
771,,,,,,
772,,,,,,
773,,,,,,
774,,,,,,
775,,,,,,
776,,,,,,
777,,,,,,
778,,,,,,
779,,,,,,
780,,,,,,
781,,,,,,
782,,,,,,
783,,,,,,
784,,,,,,
785,,,,,,
786,,,,,,
787,,,,,,
788,,,,,,
789,,,,,,
790,,,,,,
791,,,,,,
792,,,,,,
793,,,,,,
794,,,,,,
795,,,,,,
796,,,,,,
797,,,,,,
798,,,,,,
799,,,,,,
800,,,,,,
801,,,,,,
802,,,,,,
803,,,,,,
804,,,,,,
805,,,,,,
806,,,,,,
807,,,,,,
808,,,,,,
809,,,,,,
810,,,,,,
811,,,,,,
812,,,,,,
813,,,,,,
814,,,,,,
815,,,,,,
816,,,,,,
817,,,,,,
818,,,,,,
819,,,,,,
820,,,,,,
821,,,,,,
822,,,,,,
823,,,,,,
824,,,,,,
825,,,,,,
826,628322,Logistic regression product-unit neural networks for mapping Ridolfia segetum infestations in sunflower crop using multitemporal remote sensed data,P. A. Gutiérrez,"Remote sensing (RS), geographic information systems (GIS), and global positioning systems (GPS) may provide the technologies needed for farmers to maximize the economic and environmental benefits of precision farming. Site-specific weed management (SSWM) is able to minimize the impact of herbicide on environmental quality and arises the necessity of more precise approaches for weed patches determination. Ridolfia segetum is one of the most dominant, competitive and persistent weed in sunflower crops in southern Spain. In this paper, we used aerial imagery taken in mid-May, mid-June and mid-July according to different phenological stages of R. segetum and sunflower to evaluate the potential of evolutionary product-unit neural networks (EPUNNs), logistic regression (LR) and two different combinations of both (logistic regression using product units (LRPU) and logistic regression using initial covariates and product units (LRIPU)) for discriminating R. segetum patches and mapping R. segetum probabilities in sunflower crops on two naturally infested fields. Afterwards, we compared the performance of these methods in every date to two recent classification models (support vector machines (SVM) and logistic model trees (LMT)). The results obtained present the models proposed as powerful tools for weed discrimination, the best performing model (LRIPU) obtaining generalization accuracies of 99.2% and 98.7% in mid-June. Our results suggest that a strategy to implement SSWM is feasible with minima omission and commission errors, and therefore, with a very low probability of not detecting R. segetum patches. The paper proposes the application of a new methodology that, to the best of our knowledge, has not been previously applied in RS, and which obtains better accuracy than more traditional RS classification techniques, such as vegetation indices or spectral angle mapper.",Computers and Electronics in Agriculture,2008
827,,,,,,
828,,,,,,
829,,,,,,
830,,,,,,
831,,,,,,
832,,,,,,
833,,,,,,
834,,,,,,
835,,,,,,
836,,,,,,
837,,,,,,
838,,,,,,
839,,,,,,
840,,,,,,
841,,,,,,
842,,,,,,
843,,,,,,
844,,,,,,
845,,,,,,
846,,,,,,
847,,,,,,
848,,,,,,
849,,,,,,
850,,,,,,
851,,,,,,
852,,,,,,
853,,,,,,
854,,,,,,
855,,,,,,
856,,,,,,
857,,,,,,
858,,,,,,
859,,,,,,
860,,,,,,
861,,,,,,
862,,,,,,
863,,,,,,
864,,,,,,
865,,,,,,
866,,,,,,
